cnpj,input_company,setor,subsetor,segmento,cnae_primario,cnae_descricao,cnae_secundarios,source,confidence,cnae_secundarios_norm,cnae_secundarios_descricao,cnae_secundarios_pairs,cnae7,setor_progest,subsetor_progest,segmento_progest
01107327000120,BBM LOGÍSTICA S.A.,"H — TRANSPORTE, ARMAZENAGEM E CORREIO",Divisão 49,Classe 4930,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","4930201,4930203,5211701,7719599,0161099,7711000,7731400,5211799",RFB_estab,0.9,4930201 | 4930203 | 5211701 | 7719599 | 0161099 | 7711000 | 7731400 | 5211799,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal | Transporte rodoviário de produtos perigosos | Armazéns gerais - emissão de warrant | Locação de outros meios de transporte não especificados anteriormente, sem condutor | Atividades de apoio à agricultura não especificadas anteriormente | Locação de automóveis sem condutor | Aluguel de máquinas e equipamentos agrícolas sem operador | Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis","4930201 — Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal | 4930203 — Transporte rodoviário de produtos perigosos | 5211701 — Armazéns gerais - emissão de warrant | 7719599 — Locação de outros meios de transporte não especificados anteriormente, sem condutor | 0161099 — Atividades de apoio à agricultura não especificadas anteriormente | 7711000 — Locação de automóveis sem condutor | 7731400 — Aluguel de máquinas e equipamentos agrícolas sem operador | 5211799 — Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",4930202,Logística & Transporte,Logística,Atividade Principal
01109184000195,UNIVERSO ONLINE SA,J — INFORMAÇÃO E COMUNICAÇÃO,Divisão 63,Classe 6319,6319400,"Portais, provedores de conteúdo e outros serviços de informação na Internet","5911199,6022501,6022502,6462000,7319004,7319099,8299799",RFB_estab,0.9,5911199 | 6022501 | 6022502 | 6462000 | 7319004 | 7319099 | 8299799,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente | Programadoras | Atividades relacionadas à televisão por assinatura, exceto programadoras | Holdings de instituições não financeiras | Consultoria em publicidade | Outras atividades de publicidade não especificadas anteriormente | Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","5911199 — Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente | 6022501 — Programadoras | 6022502 — Atividades relacionadas à televisão por assinatura, exceto programadoras | 6462000 — Holdings de instituições não financeiras | 7319004 — Consultoria em publicidade | 7319099 — Outras atividades de publicidade não especificadas anteriormente | 8299799 — Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente",6319400,"Tecnologia, Mídia & Telecom",Software & Serviços Digitais,Software/Plataformas
01287588000179,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS S.A,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 14,Classe 1412,1412601,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida",1412603,RFB_estab,0.9,1412603,"Facção de peças do vestuário, exceto roupas íntimas","1412603 — Facção de peças do vestuário, exceto roupas íntimas",1412601,Manufatura,Bens Industriais,Atividade Principal
01386256000141,VOTORANTIM FINANÇAS SA,,,,,,,UNKNOWN,0.2,,,,0000000,,,Atividade Principal
01417222000177,MRS LOGISTICA S.A.,"H — TRANSPORTE, ARMAZENAGEM E CORREIO",Divisão 49,Classe 4911,4911600,Transporte ferroviário de carga,,RFB_estab,0.9,,,,4911600,Logística & Transporte,Logística,Atividade Principal
01468594000122,LG INFORMÁTICA S.A.,J — INFORMAÇÃO E COMUNICAÇÃO,Divisão 62,Classe 6201,6201501,Desenvolvimento de programas de computador sob encomenda,"6202300,6203100,6204000,6209100,6311900,6462000,7020400,7490104,8599603",RFB_estab,0.9,6202300 | 6203100 | 6204000 | 6209100 | 6311900 | 6462000 | 7020400 | 7490104 | 8599603,"Desenvolvimento e licenciamento de programas de computador customizáveis | Desenvolvimento e licenciamento de programas de computador não customizáveis | Consultoria em tecnologia da informação | Suporte técnico, manutenção e outros serviços em tecnologia da informação | Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet | Holdings de instituições não financeiras | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | Treinamento em informática","6202300 — Desenvolvimento e licenciamento de programas de computador customizáveis | 6203100 — Desenvolvimento e licenciamento de programas de computador não customizáveis | 6204000 — Consultoria em tecnologia da informação | 6209100 — Suporte técnico, manutenção e outros serviços em tecnologia da informação | 6311900 — Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet | 6462000 — Holdings de instituições não financeiras | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | 8599603 — Treinamento em informática",6201501,"Tecnologia, Mídia & Telecom",Software & Serviços Digitais,Software/Plataformas
01545826000107,GAFISA S.A.,F — CONSTRUÇÃO,Divisão 41,Classe 4110,4110700,Incorporação de empreendimentos imobiliários,"6810201,7112000,4120400",RFB_estab,0.9,6810201 | 7112000 | 4120400,Compra e venda de imóveis próprios | Serviços de engenharia | Construção de edifícios,6810201 — Compra e venda de imóveis próprios | 7112000 — Serviços de engenharia | 4120400 — Construção de edifícios,4110700,Construção & Engenharia,Construção & Engenharia,Atividade Principal
01547749000116,521 PARTICIPACOES S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,,,,,,,UNKNOWN,0.2,,,,0000000,,,Atividade Principal
01599101000193,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,"H — TRANSPORTE, ARMAZENAGEM E CORREIO",Divisão 49,Classe 4930,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional","3329599,4511102,4511104,4930201,4930203,4930204,5211701,5211799,5212500,5250804,5320202,6190699,6202300,6203100,6204000,6209100,6399200,7733100,7739099,8211300,8299799,9511800,9521500,9529199",RFB_estab,0.9,3329599 | 4511102 | 4511104 | 4930201 | 4930203 | 4930204 | 5211701 | 5211799 | 5212500 | 5250804 | 5320202 | 6190699 | 6202300 | 6203100 | 6204000 | 6209100 | 6399200 | 7733100 | 7739099 | 8211300 | 8299799 | 9511800 | 9521500 | 9529199,"Instalação de outros equipamentos não especificados anteriormente | Comércio a varejo de automóveis, camionetas e utilitários usados | Comércio por atacado de caminhões novos e usados | Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal | Transporte rodoviário de produtos perigosos | Transporte rodoviário de mudanças | Armazéns gerais - emissão de warrant | Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | Carga e descarga | Organização logística do transporte de carga | Serviços de entrega rápida | Outras atividades de telecomunicações não especificadas anteriormente | Desenvolvimento e licenciamento de programas de computador customizáveis | Desenvolvimento e licenciamento de programas de computador não customizáveis | Consultoria em tecnologia da informação | Suporte técnico, manutenção e outros serviços em tecnologia da informação | Outras atividades de prestação de serviços de informação não especificadas anteriormente | Aluguel de máquinas e equipamentos para escritório | Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador | Serviços combinados de escritório e apoio administrativo | Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente | Reparação e manutenção de computadores e de equipamentos periféricos | Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico | Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente","3329599 — Instalação de outros equipamentos não especificados anteriormente | 4511102 — Comércio a varejo de automóveis, camionetas e utilitários usados | 4511104 — Comércio por atacado de caminhões novos e usados | 4930201 — Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal | 4930203 — Transporte rodoviário de produtos perigosos | 4930204 — Transporte rodoviário de mudanças | 5211701 — Armazéns gerais - emissão de warrant | 5211799 — Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | 5212500 — Carga e descarga | 5250804 — Organização logística do transporte de carga | 5320202 — Serviços de entrega rápida | 6190699 — Outras atividades de telecomunicações não especificadas anteriormente | 6202300 — Desenvolvimento e licenciamento de programas de computador customizáveis | 6203100 — Desenvolvimento e licenciamento de programas de computador não customizáveis | 6204000 — Consultoria em tecnologia da informação | 6209100 — Suporte técnico, manutenção e outros serviços em tecnologia da informação | 6399200 — Outras atividades de prestação de serviços de informação não especificadas anteriormente | 7733100 — Aluguel de máquinas e equipamentos para escritório | 7739099 — Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador | 8211300 — Serviços combinados de escritório e apoio administrativo | 8299799 — Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente | 9511800 — Reparação e manutenção de computadores e de equipamentos periféricos | 9521500 — Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico | 9529199 — Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente",4930202,Logística & Transporte,Logística,Atividade Principal
01608571000176,BELAPART SA,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,0910600,RFB_estab,0.9,0910600,Atividades de apoio à extração de petróleo e gás natural,0910600 — Atividades de apoio à extração de petróleo e gás natural,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
01637895000132,VOTORANTIM CIMENTOS S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 23,Classe 2330,2330305,Preparação de massa de concreto e argamassa para construção,4399199,RFB_estab,0.9,4399199,Serviços especializados para construção não especificados anteriormente,4399199 — Serviços especializados para construção não especificados anteriormente,2330305,Manufatura,Bens Industriais,Atividade Principal
01772313000120,VALETRON SA,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
01832635000118,TAM S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
01838723000127,BRF S.A.,C — INDÚSTRIAS DE TRANSFORMAÇÃO,Divisão 10,Classe 1012,1012101,Abate de aves,"0151201,0151202,0154700,0155501,0155502,0155503,0155504,0155505,0210101,0210102,0210103,0210106,0210107,0210108,0220901,0220902,1011201,1012103,1013901,1013902,1041400,1043100,1051100,1052000,1053800,1062700,1066000,1069400,1091101,1094500,1096100,1099699,2012600,2029100,2110600,3511501,4622200,4623101,4623108,4623109,4623199,4631100,4634601,4634602,4634699,4635499,4637103,4637105,4637199,4639701,4639702,4691500,4692300,4712100,4721102,4721103,4722901,4729699,4789004,5211799,6462000,7120100,8211300,8299799",RFB_estab,0.9,0151201 | 0151202 | 0154700 | 0155501 | 0155502 | 0155503 | 0155504 | 0155505 | 0210101 | 0210102 | 0210103 | 0210106 | 0210107 | 0210108 | 0220901 | 0220902 | 1011201 | 1012103 | 1013901 | 1013902 | 1041400 | 1043100 | 1051100 | 1052000 | 1053800 | 1062700 | 1066000 | 1069400 | 1091101 | 1094500 | 1096100 | 1099699 | 2012600 | 2029100 | 2110600 | 3511501 | 4622200 | 4623101 | 4623108 | 4623109 | 4623199 | 4631100 | 4634601 | 4634602 | 4634699 | 4635499 | 4637103 | 4637105 | 4637199 | 4639701 | 4639702 | 4691500 | 4692300 | 4712100 | 4721102 | 4721103 | 4722901 | 4729699 | 4789004 | 5211799 | 6462000 | 7120100 | 8211300 | 8299799,"Criação de bovinos para corte | Criação de bovinos para leite | Criação de suínos | Criação de frangos para corte | Produção de pintos de um dia | Criação de outros galináceos, exceto para corte | Criação de aves, exceto galináceos | Produção de ovos | Cultivo de eucalipto | Cultivo de acácia-negra | Cultivo de pinus | Cultivo de mudas em viveiros florestais | Extração de madeira em florestas plantadas | Produção de carvão vegetal - florestas plantadas | Extração de madeira em florestas nativas | Produção de carvão vegetal - florestas nativas | Frigorífico - abate de bovinos | Frigorífico - abate de suínos | Fabricação de produtos de carne | Preparação de subprodutos do abate | Fabricação de óleos vegetais em bruto, exceto óleo de milho | Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais | Preparação do leite | Fabricação de laticínios | Fabricação de sorvetes e outros gelados comestíveis | Moagem de trigo e fabricação de derivados | Fabricação de alimentos para animais | Moagem e fabricação de produtos de origem vegetal não especificados anteriormente | Fabricação de produtos de panificação industrial | Fabricação de massas alimentícias | Fabricação de alimentos e pratos prontos | Fabricação de outros produtos alimentícios não especificados anteriormente | Fabricação de intermediários para fertilizantes | Fabricação de produtos químicos orgânicos não especificados anteriormente | Fabricação de produtos farmoquímicos | Geração de energia elétrica | Comércio atacadista de soja | Comércio atacadista de animais vivos | Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada | Comércio atacadista de alimentos para animais | Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente | Comércio atacadista de leite e laticínios | Comércio atacadista de carnes bovinas e suínas e derivados | Comércio atacadista de aves abatidas e derivados | Comércio atacadista de carnes e derivados de outros animais | Comércio atacadista de bebidas não especificadas anteriormente | Comércio atacadista de óleos e gorduras | Comércio atacadista de massas alimentícias | Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente | Comércio atacadista de produtos alimentícios em geral | Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada | Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios | Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários | Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns | Padaria e confeitaria com predominância de revenda | Comércio varejista de laticínios e frios | Comércio varejista de carnes - açougues | Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente | Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação | Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | Holdings de instituições não financeiras | Testes e análises técnicas | Serviços combinados de escritório e apoio administrativo | Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente","0151201 — Criação de bovinos para corte | 0151202 — Criação de bovinos para leite | 0154700 — Criação de suínos | 0155501 — Criação de frangos para corte | 0155502 — Produção de pintos de um dia | 0155503 — Criação de outros galináceos, exceto para corte | 0155504 — Criação de aves, exceto galináceos | 0155505 — Produção de ovos | 0210101 — Cultivo de eucalipto | 0210102 — Cultivo de acácia-negra | 0210103 — Cultivo de pinus | 0210106 — Cultivo de mudas em viveiros florestais | 0210107 — Extração de madeira em florestas plantadas | 0210108 — Produção de carvão vegetal - florestas plantadas | 0220901 — Extração de madeira em florestas nativas | 0220902 — Produção de carvão vegetal - florestas nativas | 1011201 — Frigorífico - abate de bovinos | 1012103 — Frigorífico - abate de suínos | 1013901 — Fabricação de produtos de carne | 1013902 — Preparação de subprodutos do abate | 1041400 — Fabricação de óleos vegetais em bruto, exceto óleo de milho | 1043100 — Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais | 1051100 — Preparação do leite | 1052000 — Fabricação de laticínios | 1053800 — Fabricação de sorvetes e outros gelados comestíveis | 1062700 — Moagem de trigo e fabricação de derivados | 1066000 — Fabricação de alimentos para animais | 1069400 — Moagem e fabricação de produtos de origem vegetal não especificados anteriormente | 1091101 — Fabricação de produtos de panificação industrial | 1094500 — Fabricação de massas alimentícias | 1096100 — Fabricação de alimentos e pratos prontos | 1099699 — Fabricação de outros produtos alimentícios não especificados anteriormente | 2012600 — Fabricação de intermediários para fertilizantes | 2029100 — Fabricação de produtos químicos orgânicos não especificados anteriormente | 2110600 — Fabricação de produtos farmoquímicos | 3511501 — Geração de energia elétrica | 4622200 — Comércio atacadista de soja | 4623101 — Comércio atacadista de animais vivos | 4623108 — Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada | 4623109 — Comércio atacadista de alimentos para animais | 4623199 — Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente | 4631100 — Comércio atacadista de leite e laticínios | 4634601 — Comércio atacadista de carnes bovinas e suínas e derivados | 4634602 — Comércio atacadista de aves abatidas e derivados | 4634699 — Comércio atacadista de carnes e derivados de outros animais | 4635499 — Comércio atacadista de bebidas não especificadas anteriormente | 4637103 — Comércio atacadista de óleos e gorduras | 4637105 — Comércio atacadista de massas alimentícias | 4637199 — Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente | 4639701 — Comércio atacadista de produtos alimentícios em geral | 4639702 — Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada | 4691500 — Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios | 4692300 — Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários | 4712100 — Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns | 4721102 — Padaria e confeitaria com predominância de revenda | 4721103 — Comércio varejista de laticínios e frios | 4722901 — Comércio varejista de carnes - açougues | 4729699 — Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente | 4789004 — Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação | 5211799 — Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | 6462000 — Holdings de instituições não financeiras | 7120100 — Testes e análises técnicas | 8211300 — Serviços combinados de escritório e apoio administrativo | 8299799 — Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente",1012101,Manufatura,Bens Industriais,Atividade Principal
